player_id,player_url,player_position,wage,height_cm,weight_kg,bmi,player_age,league_country,final_year_contract,nationality,preferred_foot,body_type,attack_work_rate,defence_work_rate,pace,shooting,passing,dribbling,defending,physic,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_jumping,power_stamina,power_strength,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,minutes_per_match,games_missed,injury,injury_category
230020,https://www.transfermarkt.com/pierre-lees-melou/profil/spieler/377393,Centre-Midfield,20000,186,70,20.23,30,France,No,France,Right,Lean,High,High,62,72,77,75,69,75,64,61,71,76,60,70,85,72,71,69,74,76,65,77,84.9,0,none,Low-risk
237383,https://www.transfermarkt.com/alessandro-bastoni/profil/spieler/315853,Centre-Back,95000,190,75,20.78,24,Italy,No,Italy,Left,Unique,Medium,High,73,35,72,73,86,83,68,77,58,86,57,86,81,83,83,87,39,69,47,84,79.03,6,"Muscle fatigue,Calf injury",High-risk
242056,https://www.transfermarkt.com/callum-timmins/profil/spieler/539287,Centre-Midfield,500,182,72,21.74,23,Australia,Yes,Australia,Right,Lean,High,High,68,59,57,59,55,70,68,68,66,59,69,64,76,71,60,55,58,58,49,57,52.33,0,none,Low-risk
236427,https://www.transfermarkt.com/simon-olsson/profil/spieler/321158,Centre-Midfield,4000,185,81,23.67,25,Netherlands,No,Sweden,Right,Normal,Medium,High,67,52,67,70,55,73,65,69,61,64,71,53,84,74,60,62,55,69,44,72,81.06,0,none,Low-risk
243854,https://www.transfermarkt.com/mohamed-simakan/profil/spieler/666234,Centre-Back,43000,187,82,23.45,23,Germany,No,France,Right,Normal,Medium,Medium,74,43,64,68,80,80,71,76,64,76,64,88,74,82,79,81,54,63,47,74,67.93,0,none,Low-risk
242670,https://www.transfermarkt.com/toni-domgjoni/profil/spieler/344649,Centre-Midfield,4000,177,74,23.62,24,Netherlands,Yes,Kosovo,Right,Normal,Medium,Medium,50,57,65,68,64,69,63,39,70,68,73,68,74,67,67,63,64,64,50,68,48.47,0,none,Low-risk
258976,https://www.transfermarkt.com/fabiano-parisi/profil/spieler/547985,Fullback,39000,178,72,22.72,22,Italy,No,Italy,Left,Normal,High,Medium,80,67,70,77,72,75,80,80,77,75,78,73,80,73,73,73,69,56,55,72,59.21,0,none,Low-risk
276901,https://www.transfermarkt.com/afonso-moreira/profil/spieler/952282,Attacker,2000,176,69,22.28,18,Portugal,No,Portugal,Right,Lean,High,Medium,77,61,66,73,37,50,75,78,70,64,74,54,63,46,41,32,64,66,66,66,20.33,0,none,Low-risk
275448,https://www.transfermarkt.com/berkay-aydogmus/profil/spieler/1009300,Centre-Midfield,2000,180,73,22.53,19,Türkiye,No,Türkiye,Right,Normal,Medium,Medium,65,46,56,57,48,51,66,65,66,50,62,47,57,47,56,47,55,54,53,50,15.8,0,none,Low-risk
213570,https://www.transfermarkt.com/stephen-odonnell/profil/spieler/186337,Fullback,1000,188,86,24.33,31,Scotland,Yes,Scotland,Right,Normal,High,Medium,59,43,54,57,57,63,61,57,57,55,51,61,66,64,59,58,47,47,40,58,75.91,0,none,Low-risk
222492,https://www.transfermarkt.com/leroy-sane/profil/spieler/192565,Attacker,90000,183,80,23.89,27,Germany,No,Germany,Left,Unique,Medium,Medium,91,81,80,85,38,68,88,93,87,83,81,82,70,66,65,34,81,79,65,82,76.76,4,"Fitness,Pubic bone irritation,Pubic bone irritation,Knee problems",Low-risk
239045,https://www.transfermarkt.com/emre-kilinc/profil/spieler/208848,Attacker,12000,174,68,22.46,28,Türkiye,No,Türkiye,Left,Lean,High,Medium,73,69,66,75,51,59,80,68,88,71,78,56,82,51,52,61,68,68,67,69,0,3,Groin injury,Low-risk
258596,https://www.transfermarkt.com/goncalo-franco/profil/spieler/674798,Centre-Midfield,5000,176,69,22.28,22,Portugal,No,Portugal,Right,Normal,Medium,Medium,65,62,64,68,64,72,66,64,64,68,74,64,75,72,72,63,67,65,58,64,81.49,0,none,Low-risk
272379,https://www.transfermarkt.com/samuel-iling-junior/profil/spieler/581672,Attacker,28000,182,75,22.64,19,Italy,No,England,Left,Lean,High,Medium,79,60,69,75,37,55,79,79,77,62,69,62,69,51,46,32,60,60,59,64,36.41,0,none,Low-risk
220230,https://www.transfermarkt.com/pawel-bochniewicz/profil/spieler/248395,Centre-Back,6000,193,78,20.94,27,Netherlands,No,Poland,Left,Lean,Low,High,53,25,52,50,73,78,33,70,32,64,33,70,73,85,68,73,23,58,30,71,78.81,0,none,Low-risk
244067,https://www.transfermarkt.com/maxence-lacroix/profil/spieler/434224,Centre-Back,31000,190,88,24.38,23,Germany,No,France,Right,Normal,Medium,High,84,33,55,67,77,77,82,86,64,76,55,83,67,82,74,78,32,50,38,80,85.97,0,none,Low-risk
241007,https://www.transfermarkt.com/enzo-ebosse/profil/spieler/342877,Centre-Back,9000,185,75,21.91,24,Italy,No,Cameroon,Left,Normal,Medium,Medium,67,35,56,64,72,73,69,66,52,63,61,78,69,76,67,72,51,45,41,52,7,36,Cruciate ligament tear,High-risk
206431,https://www.transfermarkt.com/roman-buess/profil/spieler/111430,Attacker,3000,183,78,23.29,30,Switzerland,Yes,Switzerland,Left,Normal,Low,High,76,67,63,63,42,72,78,74,70,70,68,74,80,73,61,47,72,69,76,60,34.87,0,none,Low-risk
242658,https://www.transfermarkt.com/axel-bjornstrom/profil/spieler/299902,Fullback,2000,175,67,21.88,28,Sweden,Yes,Sweden,Left,Lean,High,Medium,78,45,58,62,60,61,77,79,65,61,72,66,77,56,52,61,62,60,33,61,90.11,0,none,Low-risk
223134,https://www.transfermarkt.com/zeki-yavru/profil/spieler/98131,Fullback,4000,178,78,24.62,31,Türkiye,Yes,Türkiye,Right,Normal,High,Medium,66,60,61,65,62,68,68,64,71,66,77,53,77,66,67,63,62,48,59,65,72.39,1,Fitness,Low-risk
276393,https://www.transfermarkt.com/yunus-emre-cift/profil/spieler/821622,Centre-Back,1000,185,79,23.08,19,Türkiye,No,Türkiye,Right,Lean,Medium,High,61,31,34,40,65,66,58,63,45,63,56,68,64,68,65,65,32,31,47,60,77.92,1,Toe injury,Low-risk
186561,https://www.transfermarkt.com/aaron-ramsey/profil/spieler/646658,Centre-Midfield,17000,183,76,22.69,20,England,No,England,Right,Lean,Medium,Medium,47,68,77,77,65,61,41,51,68,71,79,58,51,65,65,65,74,78,74,75,38.29,0,none,Low-risk
199027,https://www.transfermarkt.com/jack-robinson/profil/spieler/128909,Centre-Back,23000,180,67,20.68,29,England,No,England,Left,Normal,Medium,Medium,69,41,60,61,72,74,70,68,72,69,70,75,71,72,81,70,52,57,43,59,85.03,0,none,Low-risk
275871,https://www.transfermarkt.com/arion-sulemani/profil/spieler/1066861,Attacker,850,180,75,23.15,18,Australia,No,Australia,Right,Normal,Medium,Medium,70,52,38,48,33,59,70,70,66,48,65,59,56,65,49,34,51,38,49,48,0,0,none,Low-risk
228363,https://www.transfermarkt.com/joris-kramer/profil/spieler/326329,Centre-Back,3000,187,76,21.73,26,Netherlands,No,Netherlands,Left,Normal,Medium,Medium,51,36,41,52,66,72,43,58,54,58,50,75,67,75,72,69,34,34,46,54,85.97,3,Thigh problems,Low-risk
208999,https://www.transfermarkt.com/drey-wright/profil/spieler/238468,Wide-Midfield,2000,175,69,22.53,28,Scotland,Yes,England,Right,Stocky,High,Medium,79,55,58,63,55,64,80,79,76,58,68,63,72,64,55,53,57,57,54,54,76.92,34,Calf injury,High-risk
177569,https://www.transfermarkt.com/jonathan-de-guzman/profil/spieler/31067,Centre-Midfield,4000,173,70,23.39,35,Netherlands,Yes,Netherlands,Right,Normal,Medium,Medium,65,71,72,73,57,62,63,66,72,68,81,69,62,61,63,66,66,69,68,67,63.21,0,none,Low-risk
256392,https://www.transfermarkt.com/alou-kuol/profil/spieler/748070,Attacker,650,181,72,21.98,21,Australia,No,Australia,Right,Lean,Medium,Low,76,60,41,57,28,64,78,74,73,64,69,76,65,67,50,24,62,41,54,48,49.73,0,none,Low-risk
197954,https://www.transfermarkt.com/gjermund-asen/profil/spieler/139667,Centre-Midfield,3000,182,71,21.43,33,Norway,No,Norway,Left,Lean,High,High,58,65,69,69,51,69,63,54,71,65,68,68,76,65,68,56,66,72,64,70,90.93,0,none,Low-risk
250791,https://www.transfermarkt.com/louie-watson/profil/spieler/505548,Centre-Midfield,6000,176,60,19.37,22,England,Yes,Ireland,Right,Lean,Medium,Medium,66,49,60,67,41,41,69,64,69,53,72,39,53,33,46,35,57,62,56,61,0,0,none,Low-risk
250998,https://www.transfermarkt.com/soren-tengstedt/profil/spieler/541601,Attacker,3000,187,82,23.45,23,Netherlands,No,Denmark,Left,Normal,Medium,Low,77,59,58,66,21,61,76,77,67,63,60,73,59,67,43,15,58,50,53,55,37.38,0,none,Low-risk
188421,https://www.transfermarkt.com/joren-dom/profil/spieler/80442,Centre-Midfield,6000,173,71,23.72,33,Belgium,Yes,Belgium,Right,Normal,High,High,72,58,62,62,63,73,71,73,67,65,73,65,81,70,70,66,61,57,57,68,59.35,0,none,Low-risk
199912,https://www.transfermarkt.com/sonny-kittel/profil/spieler/78950,Centre-Midfield,8000,179,76,23.72,30,Australia,No,Germany,Right,Normal,Medium,Low,66,71,73,75,32,55,78,57,85,67,82,57,71,53,39,37,70,73,64,64,50.5,0,none,Low-risk
229348,https://www.transfermarkt.com/antonee-robinson/profil/spieler/349701,Fullback,58000,182,70,21.13,25,England,Yes,United States,Left,Normal,High,Medium,87,45,68,76,70,76,85,88,79,73,71,78,79,72,80,73,65,63,45,67,85.2,2,muscular problems,Low-risk
236276,https://www.transfermarkt.com/arnaut-danjuma/profil/spieler/355861,Attacker,45000,178,74,23.36,26,England,Yes,Netherlands,Right,Normal,High,Medium,86,81,76,83,44,67,84,88,83,85,75,84,65,72,55,32,82,77,75,77,46.45,0,none,Low-risk
269823,https://www.transfermarkt.com/esmir-bajraktarevic/profil/spieler/925862,Attacker,500,175,64,20.9,19,United States,No,United States,Left,Lean,High,Low,73,51,52,68,34,51,75,71,73,56,77,47,64,47,46,28,50,58,42,56,66.95,0,none,Low-risk
224540,https://www.transfermarkt.com/emmanuel-boateng/profil/spieler/332612,Attacker,8000,175,65,21.22,27,Portugal,Yes,Ghana,Right,Lean,High,Medium,91,71,59,71,39,76,92,91,90,69,80,90,81,74,69,37,70,60,64,67,64.57,0,none,Low-risk
229793,https://www.transfermarkt.com/benjamin-tetteh/profil/spieler/306382,Attacker,13000,193,91,24.43,25,France,No,Ghana,Right,Normal,Medium,Medium,77,68,59,70,30,79,71,81,66,66,54,88,68,88,70,24,71,65,63,64,27.08,0,none,Low-risk
262068,https://www.transfermarkt.com/allan-delferriere/profil/spieler/503884,Centre-Midfield,1000,183,75,22.4,21,Scotland,Yes,Belgium,Right,Normal,Low,Medium,68,31,51,55,55,70,65,70,58,55,68,70,67,73,67,51,34,52,45,50,33.43,0,none,Low-risk
259719,https://www.transfermarkt.com/carmine-chiappetta/profil/spieler/539811,Wide-Midfield,1000,175,71,23.18,20,Switzerland,No,Switzerland,Right,Normal,Medium,Medium,73,52,48,59,17,43,75,71,76,49,73,51,50,43,32,11,50,48,51,47,3.5,0,none,Low-risk
247173,https://www.transfermarkt.com/carlos-teran/profil/spieler/649184,Centre-Back,2000,187,85,24.31,23,United States,Yes,Colombia,Right,Normal,Medium,Medium,69,31,41,49,63,71,67,70,57,52,52,76,62,79,59,62,45,33,39,53,71.57,0,none,Low-risk
255110,https://www.transfermarkt.com/henry-kessler/profil/spieler/638732,Centre-Back,5000,193,84,22.55,26,United States,No,United States,Right,Normal,Low,High,54,27,49,60,71,77,61,49,59,65,59,83,75,84,60,69,21,28,38,63,80.24,2,Calf injury,Low-risk
246192,https://www.transfermarkt.com/ilija-vukotic/profil/spieler/344474,Centre-Midfield,4000,191,78,21.38,24,Portugal,No,Montenegro,Left,Lean,Medium,Medium,61,58,66,66,64,72,56,65,55,66,52,72,68,74,70,61,63,61,66,66,33.61,0,none,Low-risk
260977,https://www.transfermarkt.com/faisal-al-ghamdi/profil/spieler/901082,Centre-Midfield,5000,183,77,22.99,21,Saudi Arabia,No,Saudi Arabia,Right,Lean,Medium,Medium,66,49,57,63,58,75,68,65,64,60,69,57,70,85,60,59,54,56,44,70,75.42,0,none,Low-risk
263397,https://www.transfermarkt.com/alan-minda/profil/spieler/897051,Attacker,3000,170,66,22.84,20,Belgium,No,Ecuador,Right,Lean,Medium,Medium,82,53,58,67,50,50,80,84,78,61,73,54,56,50,41,60,60,51,50,50,53.49,0,none,Low-risk
243914,https://www.transfermarkt.com/efkan-bekiroglu/profil/spieler/327402,Centre-Midfield,5000,185,84,24.54,27,Türkiye,No,Türkiye,Right,Normal,Medium,Medium,69,62,67,70,46,69,68,69,71,65,69,62,68,73,60,52,68,67,55,68,69.86,6,"Fitness,strain,Fitness",High-risk
215441,https://www.transfermarkt.com/serhou-guirassy/profil/spieler/270541,Attacker,28000,187,82,23.45,27,Germany,No,Guinea,Right,Normal,High,Low,65,77,66,76,38,77,65,65,67,75,66,85,71,81,72,29,80,68,79,73,79.33,5,"Hamstring strain,Hamstring injury",Low-risk
233329,https://www.transfermarkt.com/mikel-villanueva/profil/spieler/308371,Centre-Back,9000,192,79,21.43,30,Portugal,No,Venezuela,Left,Lean,Low,High,64,40,60,62,72,82,60,68,48,71,65,71,73,90,76,70,40,34,38,68,76.44,12,Foot injury,High-risk
204033,https://www.transfermarkt.com/nicky-devlin/profil/spieler/148215,Fullback,3000,183,73,21.8,29,Scotland,No,Scotland,Right,Normal,High,High,79,50,57,62,61,78,77,81,73,60,67,79,82,74,83,61,53,50,50,57,84.6,0,none,Low-risk
241551,https://www.transfermarkt.com/yoel-armougom/profil/spieler/548716,Fullback,6000,173,71,23.72,25,France,No,France,Left,Normal,Medium,Medium,79,42,55,65,60,67,81,78,74,62,82,69,75,65,61,60,55,45,40,53,53.5,0,none,Low-risk
223045,https://www.transfermarkt.com/ugur-ciftci/profil/spieler/172163,Fullback,7000,179,73,22.78,31,Türkiye,No,Türkiye,Left,Normal,Medium,Medium,70,50,66,66,62,70,72,69,65,68,68,67,71,69,72,60,68,63,46,58,89.11,0,none,Low-risk
271970,https://www.transfermarkt.com/diego-gonzalez/profil/spieler/873981,Attacker,1000,183,74,22.1,20,Italy,Yes,Paraguay,Right,Normal,Medium,Medium,,,,,,,40,36,47,54,50,57,35,55,33,23,9,35,13,33,0,5,muscular problems,Low-risk
221896,https://www.transfermarkt.com/donis-avdijaj/profil/spieler/196227,Attacker,5000,173,69,23.05,26,Austria,No,Kosovo,Right,Normal,High,Low,78,65,62,71,24,65,75,80,83,64,81,58,77,57,72,26,64,64,60,65,83.97,0,none,Low-risk
259292,https://www.transfermarkt.com/jack-maher/profil/spieler/405189,Centre-Back,2000,190,80,22.16,24,United States,No,United States,Right,Lean,Medium,Medium,56,24,49,51,67,69,54,58,44,75,46,71,71,71,62,68,25,32,31,47,82.14,4,Leg injury,Low-risk
266337,https://www.transfermarkt.com/victor-eriksson/profil/spieler/592084,Centre-Back,900,192,82,22.24,23,Sweden,No,Sweden,Right,Normal,Medium,Medium,62,36,49,48,63,76,55,68,46,62,48,75,70,81,72,63,36,34,39,59,90,0,none,Low-risk
277666,https://www.transfermarkt.com/mehmet-yuksel/profil/spieler/596160,Attacker,1000,180,71,21.91,21,Netherlands,Yes,Netherlands,Left,Lean,Medium,Medium,73,57,53,57,30,44,78,68,67,45,65,46,52,44,33,28,53,50,59,52,11.33,0,none,Low-risk
234947,https://www.transfermarkt.com/kahraman-demirtas/profil/spieler/403834,Centre-Back,4000,184,77,22.74,29,Türkiye,Yes,Türkiye,Left,Normal,Medium,High,70,32,49,57,62,69,69,70,66,59,58,76,61,72,70,60,33,36,41,45,42,0,none,Low-risk
237669,https://www.transfermarkt.com/alessio-zerbin/profil/spieler/433584,Attacker,27000,182,80,24.15,24,Italy,No,Italy,Right,Normal,Medium,Medium,73,67,67,74,36,65,71,75,73,64,60,66,72,70,45,32,69,66,58,68,23.56,0,none,Low-risk
212889,https://www.transfermarkt.com/josue-sa/profil/spieler/139341,Centre-Back,5000,187,78,22.31,31,Portugal,Yes,Portugal,Right,Normal,Medium,Medium,45,36,49,64,70,73,40,49,62,69,59,61,71,77,70,69,38,34,40,68,82.28,0,none,Low-risk
263110,https://www.transfermarkt.com/ibrahima-balde/profil/spieler/804884,Attacker,6000,185,76,22.21,20,France,Yes,France,Right,Lean,Medium,Low,67,61,54,64,20,47,66,68,65,63,45,62,32,56,37,11,64,56,43,55,0,0,none,Low-risk
243244,https://www.transfermarkt.com/huseyin-turkmen/profil/spieler/395862,Centre-Back,15000,183,78,23.29,25,Türkiye,No,Türkiye,Right,Normal,Medium,High,73,36,47,56,67,72,74,72,66,71,68,79,64,74,73,70,25,40,32,56,43.2,32,"Achilles tendon rupture,Fitness,Muscle injury,Fitness,Muscle injury",High-risk
257920,https://www.transfermarkt.com/casper-tengstedt/profil/spieler/464598,Attacker,5000,184,77,22.74,23,Portugal,No,Denmark,Right,Normal,High,Medium,83,67,59,67,31,64,83,83,77,64,75,76,70,67,45,28,69,58,59,60,43.48,8,Muscle injury,High-risk
196318,https://www.transfermarkt.com/serdar-gurler/profil/spieler/98512,Attacker,18000,175,65,21.22,31,Türkiye,No,Türkiye,Right,Normal,High,Medium,82,65,68,74,43,56,83,81,81,69,82,70,70,55,35,35,70,68,52,71,50.6,1,Fitness,Low-risk
235634,https://www.transfermarkt.com/ghislain-konan/profil/spieler/422850,Fullback,36000,176,71,22.92,27,Saudi Arabia,Yes,Cote d'Ivoire,Left,Normal,Medium,Medium,81,52,70,74,72,74,84,78,73,74,85,70,87,69,70,72,70,68,41,74,87.33,0,none,Low-risk
251915,https://www.transfermarkt.com/aboubacar-lo/profil/spieler/739076,Centre-Back,2000,183,76,22.69,23,France,No,Senegal,Right,Lean,Low,Medium,56,33,34,38,62,59,57,55,32,52,68,65,54,63,54,58,33,31,40,55,32.5,0,none,Low-risk
233097,https://www.transfermarkt.com/rick-van-drongelen/profil/spieler/354340,Centre-Back,7000,187,85,24.31,24,Türkiye,No,Netherlands,Left,Normal,Low,Medium,60,26,56,53,69,73,55,64,55,62,59,79,55,79,78,67,22,55,48,56,80.5,3,Groin injury,Low-risk
242578,https://www.transfermarkt.com/benoit-badiashile/profil/spieler/463603,Centre-Back,73000,194,75,19.93,22,England,No,France,Left,Normal,Medium,High,61,47,67,60,79,76,53,68,42,77,35,82,64,84,69,79,47,68,46,75,75.73,18,"Groin injury,Muscle fatigue,Fitness,Groin injury",High-risk
213917,https://www.transfermarkt.com/fabio-cardoso/profil/spieler/155025,Centre-Back,14000,187,81,23.16,29,Portugal,No,Portugal,Right,Normal,Low,High,61,32,53,64,77,81,62,60,64,76,57,84,76,82,82,76,32,41,39,68,74.56,3,Muscle injury,Low-risk
232083,https://www.transfermarkt.com/joshua-yaro/profil/spieler/374554,Centre-Back,2000,180,74,22.84,30,United States,No,United States,Right,Lean,Medium,High,76,39,47,55,64,67,82,71,74,65,67,71,73,63,68,65,45,27,38,62,73.56,6,Muscle injury,High-risk
274646,https://www.transfermarkt.com/ousman-jabang/profil/spieler/1114686,Centre-Midfield,1000,187,73,20.88,23,United States,No,United States,Right,Lean,Medium,High,63,28,41,49,54,64,59,66,42,40,56,64,50,72,60,53,34,43,33,49,23.5,10,Adductor injury,High-risk
241928,https://www.transfermarkt.com/albert-sambi-lokonga/profil/spieler/381967,Centre-Midfield,56000,183,73,21.8,23,England,Yes,Belgium,Right,Lean,Medium,Medium,66,58,74,77,68,68,62,69,73,72,65,67,76,63,72,74,65,74,41,79,0,10,Hamstring injury,High-risk
269421,https://www.transfermarkt.com/joao-silva/profil/spieler/461903,Centre-Back,6000,179,73,22.78,24,Belgium,No,Portugal,Right,Lean,Medium,High,82,65,61,71,30,65,81,83,76,72,67,71,74,58,68,24,70,60,57,51,88.05,0,none,Low-risk
242458,https://www.transfermarkt.com/artem-dovbyk/profil/spieler/343537,Attacker,15000,185,78,22.79,26,Spain,No,Ukraine,Left,Normal,High,Medium,74,67,55,64,28,73,73,74,58,69,70,85,70,77,64,19,72,56,67,63,68.64,3,"muscular problems,Calf injury",Low-risk
246683,https://www.transfermarkt.com/lucien-agoume/profil/spieler/569384,Centre-Midfield,25000,188,72,20.37,21,Italy,No,France,Right,Lean,Medium,Medium,61,54,68,72,67,70,67,56,65,69,60,69,73,70,64,71,66,71,51,74,4,5,Torn thigh muscle,Low-risk
244513,https://www.transfermarkt.com/ibrahim-sadiq/profil/spieler/543501,Attacker,5000,168,68,24.09,23,Netherlands,No,Ghana,Right,Stocky,High,Medium,90,64,54,73,33,72,91,90,90,65,93,72,78,72,62,36,69,54,49,58,41.45,0,none,Low-risk
276256,https://www.transfermarkt.com/mamadou-diakhon/profil/spieler/1054839,Attacker,500,180,75,23.15,17,France,No,France,Right,Lean,Medium,Medium,73,59,55,63,32,48,75,72,73,56,72,53,49,47,48,22,56,54,62,60,24.62,0,none,Low-risk
233767,https://www.transfermarkt.com/sofiane-alakouch/profil/spieler/434358,Fullback,5000,175,66,21.55,24,France,Yes,Morocco,Right,Lean,High,Medium,71,43,62,65,62,64,72,71,76,63,75,66,69,63,62,64,60,63,42,64,0,25,Cruciate ligament tear,High-risk
239837,https://www.transfermarkt.com/alexis-mac-allister/profil/spieler/534033,Centre-Midfield,110000,176,72,23.24,24,England,No,Argentina,Right,Normal,Medium,Medium,70,79,82,82,70,72,73,67,76,82,76,73,86,69,64,66,79,84,81,83,76.11,6,Knee injury,High-risk
240359,https://www.transfermarkt.com/omar-alderete/profil/spieler/353032,Centre-Back,24000,188,77,21.79,26,Spain,No,Paraguay,Left,Normal,Medium,Medium,63,56,58,64,78,77,63,63,70,73,60,83,71,79,78,79,62,49,45,68,70.2,0,none,Low-risk
272982,https://www.transfermarkt.com/christian-rasmussen/profil/spieler/610429,Attacker,2000,184,73,21.56,20,Netherlands,Yes,Denmark,Left,Normal,Medium,Medium,69,63,53,63,21,60,70,69,66,60,64,59,57,71,37,20,58,52,63,49,0,0,none,Low-risk
277882,https://www.transfermarkt.com/efecan-barlik/profil/spieler/662134,Attacker,3000,193,79,21.21,20,Türkiye,Yes,Türkiye,Right,Normal,High,Low,54,61,44,57,30,63,54,54,52,49,45,72,63,66,55,24,58,53,62,51,4.5,0,none,Low-risk
274536,https://www.transfermarkt.com/moise-bombito/profil/spieler/1089202,Centre-Back,1000,190,81,22.44,24,United States,Yes,Canada,Right,Normal,Medium,Medium,68,26,49,56,56,64,58,77,47,53,48,58,58,68,65,52,39,43,30,44,85.5,0,none,Low-risk
238055,https://www.transfermarkt.com/ammar-al-najjar/profil/spieler/487472,Attacker,4000,175,68,22.2,26,Saudi Arabia,No,Saudi Arabia,Right,Lean,High,Medium,78,53,57,63,44,56,77,78,71,52,76,46,64,54,54,42,54,56,53,50,13.5,0,none,Low-risk
256098,https://www.transfermarkt.com/richard-ledezma/profil/spieler/575367,Centre-Midfield,6000,174,64,21.14,22,Netherlands,No,United States,Right,Normal,Medium,Medium,68,61,67,72,47,47,75,62,84,60,77,46,60,41,44,52,61,72,58,62,5,12,Fitness,High-risk
246654,https://www.transfermarkt.com/rasmus-wikstrom/profil/spieler/504243,Centre-Back,500,186,73,21.1,23,Sweden,No,Sweden,Right,Lean,Medium,Medium,65,29,42,46,56,58,66,65,57,52,60,58,55,61,55,54,38,35,34,36,72,0,none,Low-risk
221992,https://www.transfermarkt.com/hirving-lozano/profil/spieler/316889,Attacker,27000,175,70,22.86,27,Italy,No,Mexico,Right,Lean,High,Low,93,76,72,82,41,61,92,93,89,81,82,73,76,52,64,45,82,74,73,75,0,5,Thigh problems,Low-risk
273651,https://www.transfermarkt.com/jarell-quansah/profil/spieler/632349,Centre-Back,10000,190,80,22.16,20,England,Yes,England,Right,Lean,Medium,Medium,63,29,47,48,60,69,57,67,49,58,48,74,58,78,61,54,31,38,45,48,75.58,0,none,Low-risk
204348,https://www.transfermarkt.com/joel-allansson/profil/spieler/95472,Centre-Midfield,1000,174,69,22.79,31,Sweden,No,Sweden,Right,Lean,Medium,Medium,58,49,64,66,52,62,62,55,68,64,68,48,71,58,62,54,58,61,40,67,53.5,0,none,Low-risk
247528,https://www.transfermarkt.com/corrie-ndaba/profil/spieler/433329,Fullback,3000,188,82,23.2,23,Scotland,Yes,Ireland,Left,Lean,Medium,Medium,71,27,53,58,60,75,69,72,62,55,57,78,70,84,59,57,35,48,38,56,66.14,0,none,Low-risk
232294,https://www.transfermarkt.com/ryota-morioka/profil/spieler/140310,Centre-Midfield,11000,180,79,24.38,32,Belgium,Yes,Japan,Right,Normal,Medium,Medium,42,69,74,69,71,68,48,37,61,68,68,65,64,69,69,77,71,77,71,77,44.17,0,none,Low-risk
269259,https://www.transfermarkt.com/lequincio-zeefuik/profil/spieler/728864,Attacker,750,192,80,21.7,18,Netherlands,Yes,Netherlands,Right,Lean,High,Low,77,58,41,58,26,68,70,82,68,60,49,84,66,75,51,21,59,51,50,56,10.29,6,Ankle injury,High-risk
234572,https://www.transfermarkt.com/umaro-embalo/profil/spieler/409886,Attacker,6000,170,63,21.8,22,Netherlands,Yes,Portugal,Left,Normal,Medium,Medium,84,61,63,72,31,64,85,83,82,63,85,66,64,66,56,33,56,60,59,59,0,0,none,Low-risk
190589,https://www.transfermarkt.com/stefan-hierlander/profil/spieler/59053,Wide-Midfield,7000,180,73,22.53,32,Austria,Yes,Austria,Right,Normal,Medium,Medium,67,67,68,71,65,69,67,67,75,70,71,70,73,66,71,66,67,67,66,72,34.59,0,none,Low-risk
267642,https://www.transfermarkt.com/andreas-murbeck/profil/spieler/352067,Centre-Back,750,192,92,24.96,26,Sweden,No,Sweden,Right,Normal,Medium,Medium,51,29,41,43,57,68,54,49,34,50,52,73,53,80,56,55,26,31,31,39,16.83,0,none,Low-risk
276176,https://www.transfermarkt.com/oguzhan-matur/profil/spieler/566572,Fullback,2000,173,71,23.72,23,Türkiye,No,Türkiye,Left,Normal,Medium,Medium,70,35,45,61,52,44,72,69,71,46,75,38,58,34,53,53,50,41,41,40,39,0,none,Low-risk
276690,https://www.transfermarkt.com/liiban-abdirahman-abadid/profil/spieler/1110272,Centre-Back,500,185,75,21.91,22,Sweden,No,Norway,Right,Normal,Medium,Medium,61,25,42,57,58,57,60,61,52,53,62,60,58,56,55,59,37,39,38,53,82.5,0,none,Low-risk
198970,https://www.transfermarkt.com/jonathan-mensah/profil/spieler/110622,Centre-Back,5000,188,83,23.48,33,United States,Yes,Ghana,Right,Stocky,Low,High,61,46,56,54,69,80,57,64,54,75,40,81,78,84,70,70,25,44,44,70,48.44,0,none,Low-risk
272530,https://www.transfermarkt.com/deron-payne/profil/spieler/790411,Fullback,950,182,74,22.34,20,Netherlands,No,Netherlands,Right,Lean,Medium,Medium,71,36,42,56,56,53,72,70,58,53,63,58,58,52,49,55,56,44,47,48,56.88,0,none,Low-risk
239418,https://www.transfermarkt.com/lion-lauberbach/profil/spieler/307800,Attacker,6000,194,85,22.58,25,Belgium,No,Germany,Right,Normal,High,Medium,77,64,59,66,39,76,68,84,63,65,56,79,73,83,62,27,65,59,52,66,60.51,2,Hamstring injury,Low-risk
245218,https://www.transfermarkt.com/jeremy-guillemenot/profil/spieler/290016,Attacker,8000,184,75,22.15,25,Switzerland,No,Switzerland,Right,Normal,Low,Medium,79,69,64,65,37,68,77,80,67,64,70,76,73,66,66,32,72,63,71,59,44.92,0,none,Low-risk
234730,https://www.transfermarkt.com/valentin-rosier/profil/spieler/441170,Fullback,23000,175,75,24.49,26,France,No,France,Right,Normal,High,Medium,84,52,65,75,72,76,84,84,84,73,85,74,82,73,78,72,65,58,42,73,16.67,4,Heel injury,Low-risk
